NU_IDENTIFICADOR;Regiao;UF;Município;Porte_pop2010;q14_1;nu_trabalhadores
15083020575;Região Norte;PA;Viseu;Médio;66;8
15083504489;Região Norte;PA;Vitória do Xingu;Pequeno I; ;14
15084006772;Região Norte;PA;Xinguara;Pequeno II;126;33
16000534901;Região Norte;AP;Serra do Navio;Pequeno I;102;4
16001500485;Região Norte;AP;Pedra Branca do Amapari;Pequeno I; ;10
16002032183;Região Norte;AP;Calçoene;Pequeno I; ;7
16002135357;Região Norte;AP;Cutias;Pequeno I;241;17
16002337749;Região Norte;AP;Ferreira Gomes;Pequeno I;22;8
16002706626;Região Norte;AP;Laranjal do Jari;Pequeno II;130;8
16003000216;Região Norte;AP;Macapá;Grande;75;8
16003000266;Região Norte;AP;Macapá;Grande;69;4
16003000268;Região Norte;AP;Macapá;Grande;82;8
16003000273;Região Norte;AP;Macapá;Grande;0;6
16003000350;Região Norte;AP;Macapá;Grande;34;6
16003030506;Região Norte;AP;Macapá;Grande;923;4
16004031873;Região Norte;AP;Mazagão;Pequeno I; ;30
16005032317;Região Norte;AP;Oiapoque;Pequeno II;200;5
16005330477;Região Norte;AP;Porto Grande;Pequeno I;308;8
16006000345;Região Norte;AP;Santana;Grande;266;11
16007032861;Região Norte;AP;Tartarugalzinho;Pequeno I; ;16
16008000343;Região Norte;AP;Vitória do Jari;Pequeno I;200;8
17002530206;Região Norte;TO;Abreulândia;Pequeno I;32;14
17003002353;Região Norte;TO;Aguiarnópolis;Pequeno I;14;15
17003520342;Região Norte;TO;Aliança do Tocantins;Pequeno I;9;6
17004002229;Região Norte;TO;Almas;Pequeno I;15;12
17007030909;Região Norte;TO;Alvorada;Pequeno I;13;6
17010005113;Região Norte;TO;Ananás;Pequeno I;17;10
17010502277;Região Norte;TO;Angico;Pequeno I;32;8
17011030937;Região Norte;TO;Aparecida do Rio Negro;Pequeno I;34;12
17013030288;Região Norte;TO;Aragominas;Pequeno I;13;10
17019009971;Região Norte;TO;Araguacema;Pequeno I;25;8
17020006173;Região Norte;TO;Araguaçu;Pequeno I;16;13
17021002240;Região Norte;TO;Araguaína;Grande;171;18
17021002244;Região Norte;TO;Araguaína;Grande;60;13
17021002373;Região Norte;TO;Araguaína;Grande;65;24
17021502365;Região Norte;TO;Araguanã;Pequeno I;12;7
17022002302;Região Norte;TO;Araguatins;Pequeno II;129;20
17023020016;Região Norte;TO;Arapoema;Pequeno I;12;6
17024002214;Região Norte;TO;Arraias;Pequeno I;32;9
17025502281;Região Norte;TO;Augustinópolis;Pequeno I;91;13
17027030941;Região Norte;TO;Aurora do Tocantins;Pequeno I;17;6
17029002274;Região Norte;TO;Axixá do Tocantins;Pequeno I;28;9
17030530085;Região Norte;TO;Bandeirantes do Tocantins;Pequeno I;6;10
17030730917;Região Norte;TO;Barra do Ouro;Pequeno I;18;9
17031030266;Região Norte;TO;Barrolândia;Pequeno I;38;7
17032002345;Região Norte;TO;Bernardo Sayão;Pequeno I;64;12
17033036191;Região Norte;TO;Bom Jesus do Tocantins;Pequeno I;9;6
17036030347;Região Norte;TO;Brasilândia do Tocantins;Pequeno I;18;12
17037006614;Região Norte;TO;Brejinho de Nazaré;Pequeno I;17;12
17038002355;Região Norte;TO;Buriti do Tocantins;Pequeno I;75;18
17038203778;Região Norte;TO;Cachoeirinha;Pequeno I;15;10
17038414881;Região Norte;TO;Campos Lindos;Pequeno I;25;11
17038602222;Região Norte;TO;Cariri do Tocantins;Pequeno I;38;5
17038806547;Região Norte;TO;Carmolândia;Pequeno I;13;13
17038902249;Região Norte;TO;Carrasco Bonito;Pequeno I;72;7
17039002310;Região Norte;TO;Caseara;Pequeno I;30;16
17041006345;Região Norte;TO;Centenário;Pequeno I;51;9
17046030215;Região Norte;TO;Chapada de Areia;Pequeno I;21;13
17051034755;Região Norte;TO;Chapada da Natividade;Pequeno I;37;8
17055006482;Região Norte;TO;Colinas do Tocantins;Pequeno II;110;19
17055015021;Região Norte;TO;Colinas do Tocantins;Pequeno II;99;13
17055530006;Região Norte;TO;Combinado;Pequeno I;7;8
17056002196;Região Norte;TO;Conceição do Tocantins;Pequeno I;51;15
17060006660;Região Norte;TO;Couto de Magalhães;Pequeno I;4;9
17061006110;Região Norte;TO;Cristalândia;Pequeno I;45;9
17062504881;Região Norte;TO;Crixás do Tocantins;Pequeno I;14;5
17065034191;Região Norte;TO;Darcinópolis;Pequeno I;21;10
17070000492;Região Norte;TO;Dianópolis;Pequeno I;72;24
17071006008;Região Norte;TO;Divinópolis do Tocantins;Pequeno I;49;19
17072004757;Região Norte;TO;Dois Irmãos do Tocantins;Pequeno I;6;11
17073004758;Região Norte;TO;Dueré;Pequeno I;34;14
17074002350;Região Norte;TO;Esperantina;Pequeno I;71;7
17075509698;Região Norte;TO;Fátima;Pequeno I;12;8
17076502218;Região Norte;TO;Figueirópolis;Pequeno I;30;9
17077032707;Região Norte;TO;Filadélfia;Pequeno I;30;4
17082032575;Região Norte;TO;Formoso do Araguaia;Pequeno I;58;6
17082506577;Região Norte;TO;Fortaleza do Tabocão;Pequeno I;10;7
17083035771;Região Norte;TO;Goianorte;Pequeno I;8;13
17090030267;Região Norte;TO;Goiatins;Pequeno I;28;12
17093006117;Região Norte;TO;Guaraí;Pequeno II;130;19
17095030490;Região Norte;TO;Gurupi;Médio;61;22
17095038396;Região Norte;TO;Gurupi;Médio;14;16
17098030965;Região Norte;TO;Ipueiras;Pequeno I;17;8
17105002333;Região Norte;TO;Itacajá;Pequeno I;41;13
17107010015;Região Norte;TO;Itaguatins;Pequeno I;37;8
17109012593;Região Norte;TO;Itapiratins;Pequeno I;69;8
17111002338;Região Norte;TO;Itaporã do Tocantins;Pequeno I;20;14
17115006603;Região Norte;TO;Jaú do Tocantins;Pequeno I;12;11
17118030925;Região Norte;TO;Juarina;Pequeno I;4;8
17119004774;Região Norte;TO;Lagoa da Confusão;Pequeno I;23;12
17119530919;Região Norte;TO;Lagoa do Tocantins;Pequeno I;78;7
17120030977;Região Norte;TO;Lajeado;Pequeno I;152;11
17121535595;Região Norte;TO;Lavandeira;Pequeno I;34;14
17124031815;Região Norte;TO;Lizarda;Pequeno I;25;5
17124509316;Região Norte;TO;Luzinópolis;Pequeno I;14;11
17125015007;Região Norte;TO;Marianópolis do Tocantins;Pequeno I;14;8
17127034127;Região Norte;TO;Mateiros;Pequeno I;22;12
17128005021;Região Norte;TO;Maurilândia do Tocantins;Pequeno I;66;12
17132015366;Região Norte;TO;Miracema do Tocantins;Pequeno II;59;5
17133006625;Região Norte;TO;Miranorte;Pequeno I;29;19
17136002364;Região Norte;TO;Monte do Carmo;Pequeno I;29;12
17137006016;Região Norte;TO;Monte Santo do Tocantins;Pequeno I;20;13
17138002356;Região Norte;TO;Palmeiras do Tocantins;Pequeno I;14;11
17139510309;Região Norte;TO;Muricilândia;Pequeno I;118;6
17142015496;Região Norte;TO;Natividade;Pequeno I;8;8
17143002294;Região Norte;TO;Nazaré;Pequeno I;92;5
17148815356;Região Norte;TO;Nova Olinda;Pequeno I;31;13
17150030303;Região Norte;TO;Nova Rosalândia;Pequeno I;29;9
17151003705;Região Norte;TO;Novo Acordo;Pequeno I;35;9
17151530212;Região Norte;TO;Novo Alegre;Pequeno I;20;10
17152505120;Região Norte;TO;Novo Jardim;Pequeno I;30;8
17155002235;Região Norte;TO;Oliveira de Fátima;Pequeno I;18;5
17157002317;Região Norte;TO;Palmeirante;Pequeno I;21;22
17157506768;Região Norte;TO;Palmeirópolis;Pequeno I;42;18
17161002343;Região Norte;TO;Paraíso do Tocantins;Pequeno II;17;12
17162031003;Região Norte;TO;Paranã;Pequeno I;75;13
17163002319;Região Norte;TO;Pau D'arco;Pequeno I;16;6
17165015193;Região Norte;TO;Pedro Afonso;Pequeno I;195;9
17166030092;Região Norte;TO;Peixe;Pequeno I;4;41
17166536807;Região Norte;TO;Pequizeiro;Pequeno I;15;14
17167002341;Região Norte;TO;Colméia;Pequeno I;54;20
17170030935;Região Norte;TO;Pindorama do Tocantins;Pequeno I;34;13
17172031591;Região Norte;TO;Piraquê;Pequeno I;21;7
17175006763;Região Norte;TO;Pium;Pequeno I;18;8
17178012019;Região Norte;TO;Ponte Alta do Bom Jesus;Pequeno I;70;10
17179015397;Região Norte;TO;Ponte Alta do Tocantins;Pequeno I;24;12
17180032869;Região Norte;TO;Porto Alegre do Tocantins;Pequeno I;31;6
17182002346;Região Norte;TO;Porto Nacional;Pequeno II;10;13
17182006777;Região Norte;TO;Porto Nacional;Pequeno II;9;14
17183002366;Região Norte;TO;Praia Norte;Pequeno I;44;7
17184006434;Região Norte;TO;Presidente Kennedy;Pequeno I;11;3
17184509572;Região Norte;TO;Pugmil;Pequeno I;22;11
17185033861;Região Norte;TO;Recursolândia;Pequeno I;21;7
17185530070;Região Norte;TO;Riachinho;Pequeno I;128;11
17186506605;Região Norte;TO;Rio da Conceição;Pequeno I;15;8
17187030109;Região Norte;TO;Rio Dos Bois;Pequeno I;20;12
17187502315;Região Norte;TO;Rio Sono;Pequeno I;26;6
17188004833;Região Norte;TO;Sampaio;Pequeno I;27;4
17188430931;Região Norte;TO;Sandolândia;Pequeno I;16;4
17188602231;Região Norte;TO;Santa fé do Araguaia;Pequeno I;4;12
17188802295;Região Norte;TO;Santa Maria do Tocantins;Pequeno I;73;17
17188933239;Região Norte;TO;Santa Rita do Tocantins;Pequeno I;9;5
17189002220;Região Norte;TO;Santa Rosa do Tocantins;Pequeno I;37;12
17190031975;Região Norte;TO;Santa Tereza do Tocantins;Pequeno I;23;7
17200003663;Região Norte;TO;Santa Terezinha do Tocantins;Pequeno I;110;10
17201030052;Região Norte;TO;São Bento do Tocantins;Pequeno I;55;8
17201532461;Região Norte;TO;São Félix do Tocantins;Pequeno I;15;14
17202002370;Região Norte;TO;São Miguel do Tocantins;Pequeno I;35;10
17202506450;Região Norte;TO;São Salvador do Tocantins;Pequeno I;53;11
17203012639;Região Norte;TO;São Sebastião do Tocantins;Pequeno I;73;16
17204906617;Região Norte;TO;São Valério da Natividade;Pequeno I;23;4
17206502185;Região Norte;TO;Silvanópolis;Pequeno I;434;12
17208030915;Região Norte;TO;Sítio Novo do Tocantins;Pequeno I;32;6
17208537255;Região Norte;TO;Sucupira;Pequeno I;21;6
17209002237;Região Norte;TO;Taguatinga;Pequeno I;15;13
17209330240;Região Norte;TO;Taipas do Tocantins;Pequeno I;5;12
17209730293;Região Norte;TO;Talismã;Pequeno I;25;6
17210003745;Região Norte;TO;Palmas;Grande;29;16
17210003751;Região Norte;TO;Palmas;Grande;56;15
17210003754;Região Norte;TO;Palmas;Grande;45;14
17210003755;Região Norte;TO;Palmas;Grande;23;11
17210004001;Região Norte;TO;Palmas;Grande;36;14
17210004003;Região Norte;TO;Palmas;Grande;29;19
17210006406;Região Norte;TO;Palmas;Grande;50;13
17211005041;Região Norte;TO;Tocantínia;Pequeno I;9;12
17212004784;Região Norte;TO;Tocantinópolis;Pequeno II;248;17
17212506428;Região Norte;TO;Tupirama;Pequeno I;71;5
17213030933;Região Norte;TO;Tupiratins;Pequeno I;43;10
17220836011;Região Norte;TO;Wanderlândia;Pequeno I;28;12
17221005099;Região Norte;TO;Xambioá;Pequeno I;13;10
21000500093;Região Nordeste;MA;Açailândia;Grande; ;8
21000520317;Região Nordeste;MA;Açailândia;Grande;395;5
21000520332;Região Nordeste;MA;Açailândia;Grande;425;7
21001000278;Região Nordeste;MA;Afonso Cunha;Pequeno I;232;17
21001500088;Região Nordeste;MA;Água Doce do Maranhão;Pequeno I;720;6
21002000443;Região Nordeste;MA;Alcântara;Pequeno II;49;11
21003000271;Região Nordeste;MA;Aldeias Altas;Pequeno II;258;31
21003020599;Região Nordeste;MA;Aldeias Altas;Pequeno II;323;16
21004001185;Região Nordeste;MA;Altamira do Maranhão;Pequeno I;376;7
21004300234;Região Nordeste;MA;Alto Alegre do Maranhão;Pequeno II;102;22
21004702184;Região Nordeste;MA;Alto Alegre do Pindaré;Pequeno II;28;10
21005003757;Região Nordeste;MA;Alto Parnaíba;Pequeno I;40;13
21005504129;Região Nordeste;MA;Amapá do Maranhão;Pequeno I; ;3
21006003465;Região Nordeste;MA;Amarante do Maranhão;Pequeno II;217;6
21006020490;Região Nordeste;MA;Amarante do Maranhão;Pequeno II;155;9
21007000161;Região Nordeste;MA;Anajatuba;Pequeno II; ;24
21008000197;Região Nordeste;MA;Anapurus;Pequeno I;500;15
21008305116;Região Nordeste;MA;Apicum-açu;Pequeno I;340;18
21008703975;Região Nordeste;MA;Araguanã;Pequeno I;443;18
21009000450;Região Nordeste;MA;Araioses;Pequeno II;155;26
21009035583;Região Nordeste;MA;Araioses;Pequeno II;29;9
21009503494;Região Nordeste;MA;Arame;Pequeno II;214;4
21010000219;Região Nordeste;MA;Arari;Pequeno II;459;13
21010020553;Região Nordeste;MA;Arari;Pequeno II;329;11
21011000405;Região Nordeste;MA;Axixá;Pequeno I;432;14
21012000735;Região Nordeste;MA;Bacabal;Grande;356;30
21012020123;Região Nordeste;MA;Bacabal;Grande;206;22
21012506001;Região Nordeste;MA;Bacabeira;Pequeno I;59;10
21013004920;Região Nordeste;MA;Bacuri;Pequeno I;339;9
21013500172;Região Nordeste;MA;Bacurituba;Pequeno I;185;13
21014002968;Região Nordeste;MA;Balsas;Médio; ;11
21014020141;Região Nordeste;MA;Balsas;Médio;1178;18
21015005124;Região Nordeste;MA;Barão de Grajaú;Pequeno I;350;15
21016015505;Região Nordeste;MA;Barra do Corda;Médio;300;5
21016035559;Região Nordeste;MA;Barra do Corda;Médio;350;5
21016035563;Região Nordeste;MA;Barra do Corda;Médio;450;7
21017003027;Região Nordeste;MA;Barreirinhas;Médio;1058;21
21017035369;Região Nordeste;MA;Barreirinhas;Médio;426;11
21017300471;Região Nordeste;MA;Belágua;Pequeno I;165;11
21017336505;Região Nordeste;MA;Belágua;Pequeno I;26;4
21017705106;Região Nordeste;MA;Bela Vista do Maranhão;Pequeno I;273;16
21018003868;Região Nordeste;MA;Benedito Leite;Pequeno I;189;13
21019000375;Região Nordeste;MA;Bequimão;Pequeno II;52;14
21019303374;Região Nordeste;MA;Bernardo do Mearim;Pequeno I;457;13
21019706026;Região Nordeste;MA;Boa Vista do Gurupi;Pequeno I;400;12
21020000971;Região Nordeste;MA;Bom Jardim;Pequeno II;12;19
21020020701;Região Nordeste;MA;Bom Jardim;Pequeno II;11;13
21020300264;Região Nordeste;MA;Bom Jesus Das Selvas;Pequeno II;93;25
21020703881;Região Nordeste;MA;Bom Lugar;Pequeno I;175;19
21021004217;Região Nordeste;MA;Brejo;Pequeno II;38;28
21021004563;Região Nordeste;MA;Brejo;Pequeno II;60;15
21021504425;Região Nordeste;MA;Brejo de Areia;Pequeno I;182;12
21022000896;Região Nordeste;MA;Buriti;Pequeno II;80;31
21023000247;Região Nordeste;MA;Buriti Bravo;Pequeno II;140;26
21023203249;Região Nordeste;MA;Buriticupu;Médio;127;17
21023203253;Região Nordeste;MA;Buriticupu;Médio;173;15
21023502947;Região Nordeste;MA;Buritirana;Pequeno I;146;12
21023702580;Região Nordeste;MA;Cachoeira Grande;Pequeno I;234;16
21024001326;Região Nordeste;MA;Cajapió;Pequeno I;185;15
21025004016;Região Nordeste;MA;Cajari;Pequeno I;67;8
21025501497;Região Nordeste;MA;Campestre do Maranhão;Pequeno I;190;14
21026004553;Região Nordeste;MA;Cândido Mendes;Pequeno I;560;14
21027000018;Região Nordeste;MA;Cantanhede;Pequeno II;80;12
21027500841;Região Nordeste;MA;Capinzal do Norte;Pequeno I;250;5
21028000257;Região Nordeste;MA;Carolina;Pequeno II;227;11
21028020271;Região Nordeste;MA;Carolina;Pequeno II;60;12
21029004132;Região Nordeste;MA;Carutapera;Pequeno II;574;4
21030002548;Região Nordeste;MA;Caxias;Grande;697;15
21030002552;Região Nordeste;MA;Caxias;Grande;472;18
21030002595;Região Nordeste;MA;Caxias;Grande;281;13
21030002597;Região Nordeste;MA;Caxias;Grande;379;12
21030020002;Região Nordeste;MA;Caxias;Grande;832;16
21030020017;Região Nordeste;MA;Caxias;Grande;531;11
21031003750;Região Nordeste;MA;Cedral;Pequeno I;160;4
21031203761;Região Nordeste;MA;Central do Maranhão;Pequeno I;499;4
21031504133;Região Nordeste;MA;Centro do Guilherme;Pequeno I;351;18
21031700245;Região Nordeste;MA;Centro Novo do Maranhão;Pequeno I;71;10
21031700423;Região Nordeste;MA;Centro Novo do Maranhão;Pequeno I;220;13
21031706638;Região Nordeste;MA;Centro Novo do Maranhão;Pequeno I;79;11
21032000795;Região Nordeste;MA;Chapadinha;Médio;63;9
21032000800;Região Nordeste;MA;Chapadinha;Médio;23;13
21032020075;Região Nordeste;MA;Chapadinha;Médio;65;10
21032503806;Região Nordeste;MA;Cidelândia;Pequeno I;180;7
21032520687;Região Nordeste;MA;Cidelândia;Pequeno I;0;9
21033003563;Região Nordeste;MA;Codó;Grande;163;11
21033003568;Região Nordeste;MA;Codó;Grande;89;8
21033003575;Região Nordeste;MA;Codó;Grande;155;9
21033003576;Região Nordeste;MA;Codó;Grande;32;9
21033035419;Região Nordeste;MA;Codó;Grande;76;5
21034000126;Região Nordeste;MA;Coelho Neto;Pequeno II;198;10
21034020194;Região Nordeste;MA;Coelho Neto;Pequeno II;200;8
21035002290;Região Nordeste;MA;Colinas;Pequeno II;202;8
21035009418;Região Nordeste;MA;Colinas;Pequeno II;8;5
21035020170;Região Nordeste;MA;Colinas;Pequeno II;634;8
21035037761;Região Nordeste;MA;Colinas;Pequeno II;133;9
21035038284;Região Nordeste;MA;Colinas;Pequeno II;16;7
21035503432;Região Nordeste;MA;Conceição do Lago-açu;Pequeno I;402;15
21036003758;Região Nordeste;MA;Coroatá;Médio;241;14
21036003759;Região Nordeste;MA;Coroatá;Médio;70;14
21036035515;Região Nordeste;MA;Coroatá;Médio;202;12
21037000505;Região Nordeste;MA;Cururupu;Pequeno II;703;9
21037536621;Região Nordeste;MA;Davinópolis;Pequeno I;204;10
21038004539;Região Nordeste;MA;Dom Pedro;Pequeno II;122;38
21039000981;Região Nordeste;MA;Duque Bacelar;Pequeno I;409;9
21040000549;Região Nordeste;MA;Esperantinópolis;Pequeno I;415;11
21040500386;Região Nordeste;MA;Estreito;Pequeno II; ;19
21040700487;Região Nordeste;MA;Feira Nova do Maranhão;Pequeno I;124;11
21040835155;Região Nordeste;MA;Fernando Falcão;Pequeno I;200;7
21040903615;Região Nordeste;MA;Formosa da Serra Negra;Pequeno I;134;21
21041002305;Região Nordeste;MA;Fortaleza Dos Nogueiras;Pequeno I;85;8
21042003731;Região Nordeste;MA;Fortuna;Pequeno I;119;13
21043014788;Região Nordeste;MA;Godofredo Viana;Pequeno I;360;4
21044004912;Região Nordeste;MA;Gonçalves Dias;Pequeno I;138;11
21044020324;Região Nordeste;MA;Gonçalves Dias;Pequeno I;166;10
21045000310;Região Nordeste;MA;Governador Archer;Pequeno I;537;28
21045500525;Região Nordeste;MA;Governador Edison Lobão;Pequeno I;32;3
21046005094;Região Nordeste;MA;Governador Eugênio Barros;Pequeno I;78;22
21046204033;Região Nordeste;MA;Governador Luiz Rocha;Pequeno I;86;10
21046505018;Região Nordeste;MA;Governador Newton Bello;Pequeno I;251;28
21046700096;Região Nordeste;MA;Governador Nunes Freire;Pequeno II; ;15
21047005098;Região Nordeste;MA;Graça Aranha;Pequeno I;599;13
21048002658;Região Nordeste;MA;Grajaú;Médio;723;18
21048035505;Região Nordeste;MA;Grajaú;Médio;692;23
21049000645;Região Nordeste;MA;Guimarães;Pequeno I;268;15
21050000012;Região Nordeste;MA;Humberto de Campos;Pequeno II;839;31
21051000869;Região Nordeste;MA;Icatu;Pequeno II;69;26
21051503323;Região Nordeste;MA;Igarapé do Meio;Pequeno I;293;33
21052000530;Região Nordeste;MA;Igarapé Grande;Pequeno I;398;10
21053002043;Região Nordeste;MA;Imperatriz;Grande;86;20
21053020497;Região Nordeste;MA;Imperatriz;Grande;85;25
21053020498;Região Nordeste;MA;Imperatriz;Grande;81;21
21053020507;Região Nordeste;MA;Imperatriz;Grande;85;66
21053020516;Região Nordeste;MA;Imperatriz;Grande;42;30
21053503071;Região Nordeste;MA;Itaipava do Grajaú;Pequeno I;30;7
21054000280;Região Nordeste;MA;Itapecuru Mirim;Médio;449;19
21054020250;Região Nordeste;MA;Itapecuru Mirim;Médio;288;10
21054038384;Região Nordeste;MA;Itapecuru Mirim;Médio;128;11
21054200617;Região Nordeste;MA;Itinga do Maranhão;Pequeno II;1000;4
21054500171;Região Nordeste;MA;Jatobá;Pequeno I;66;13
21054700214;Região Nordeste;MA;Jenipapo Dos Vieiras;Pequeno I;80;3
21055000898;Região Nordeste;MA;João Lisboa;Pequeno II;52;9
21055020276;Região Nordeste;MA;João Lisboa;Pequeno II;48;9
21056004041;Região Nordeste;MA;Joselândia;Pequeno I;30;5
21056501104;Região Nordeste;MA;Junco do Maranhão;Pequeno I;679;12
21057000267;Região Nordeste;MA;Lago da Pedra;Pequeno II;159;15
21057020509;Região Nordeste;MA;Lago da Pedra;Pequeno II;492;12
21058002037;Região Nordeste;MA;Lago do Junco;Pequeno I;486;18
21059000464;Região Nordeste;MA;Lago Verde;Pequeno I;299;23
21059201909;Região Nordeste;MA;Lagoa do Mato;Pequeno I;4;15
21059403646;Região Nordeste;MA;Lago Dos Rodrigues;Pequeno I;201;12
21059602962;Região Nordeste;MA;Lagoa Grande do Maranhão;Pequeno I;622;25
21059800932;Região Nordeste;MA;Lajeado Novo;Pequeno I;250;13
21060004776;Região Nordeste;MA;Lima Campos;Pequeno I;732;10
21061002292;Região Nordeste;MA;Loreto;Pequeno I;18;8
21062003947;Região Nordeste;MA;Luís Domingues;Pequeno I;255;8
21063002662;Região Nordeste;MA;Magalhães de Almeida;Pequeno I;259;25
