NU_IDENTIFICADOR;Regiao;UF;Município;Porte_pop2010;q14_1;nu_trabalhadores
35495000210;Região Sudeste;SP;São José da Bela Vista;Pequeno I;33;9
35496006019;Região Sudeste;SP;São José do Barreiro;Pequeno I;102;5
35497000604;Região Sudeste;SP;São José do Rio Pardo;Médio;51;11
35497038370;Região Sudeste;SP;São José do Rio Pardo;Médio;0;7
35498001338;Região Sudeste;SP;São José do Rio Preto;Grande;312;17
35498001341;Região Sudeste;SP;São José do Rio Preto;Grande;331;18
35498001357;Região Sudeste;SP;São José do Rio Preto;Grande;395;23
35498001361;Região Sudeste;SP;São José do Rio Preto;Grande;509;19
35498030333;Região Sudeste;SP;São José do Rio Preto;Grande;183;13
35498030355;Região Sudeste;SP;São José do Rio Preto;Grande;544;22
35498030434;Região Sudeste;SP;São José do Rio Preto;Grande;605;24
35498030444;Região Sudeste;SP;São José do Rio Preto;Grande;313;20
35498030459;Região Sudeste;SP;São José do Rio Preto;Grande;52;12
35498030462;Região Sudeste;SP;São José do Rio Preto;Grande;308;14
35498033841;Região Sudeste;SP;São José do Rio Preto;Grande;526;18
35498033865;Região Sudeste;SP;São José do Rio Preto;Grande;243;15
35498034711;Região Sudeste;SP;São José do Rio Preto;Grande;234;13
35499003720;Região Sudeste;SP;São José Dos Campos;Grande;6;12
35499003723;Região Sudeste;SP;São José Dos Campos;Grande;14;12
35499003972;Região Sudeste;SP;São José Dos Campos;Grande;36;20
35499015143;Região Sudeste;SP;São José Dos Campos;Grande;87;8
35499036329;Região Sudeste;SP;São José Dos Campos;Grande;155;26
35499038182;Região Sudeste;SP;São José Dos Campos;Grande;48;23
35499038242;Região Sudeste;SP;São José Dos Campos;Grande;93;6
35499038244;Região Sudeste;SP;São José Dos Campos;Grande;3;18
35499038326;Região Sudeste;SP;São José Dos Campos;Grande;0;13
35499515070;Região Sudeste;SP;São Lourenço da Serra;Pequeno I; ;15
35500030084;Região Sudeste;SP;São Luís do Paraitinga;Pequeno I;430;5
35501015008;Região Sudeste;SP;São Manuel;Pequeno II;5;8
35502000919;Região Sudeste;SP;São Miguel Arcanjo;Pequeno II;62;10
35503001283;Região Sudeste;SP;São Paulo;Metrópole;43;15
35503001290;Região Sudeste;SP;São Paulo;Metrópole;45;22
35503001296;Região Sudeste;SP;São Paulo;Metrópole;40;16
35503001611;Região Sudeste;SP;São Paulo;Metrópole;26;14
35503001615;Região Sudeste;SP;São Paulo;Metrópole;38;19
35503001620;Região Sudeste;SP;São Paulo;Metrópole;36;33
35503001633;Região Sudeste;SP;São Paulo;Metrópole;37;19
35503001641;Região Sudeste;SP;São Paulo;Metrópole;16;8
35503001648;Região Sudeste;SP;São Paulo;Metrópole;72;28
35503001662;Região Sudeste;SP;São Paulo;Metrópole;6;13
35503001666;Região Sudeste;SP;São Paulo;Metrópole;70;24
35503001668;Região Sudeste;SP;São Paulo;Metrópole;45;15
35503001676;Região Sudeste;SP;São Paulo;Metrópole;24;22
35503001679;Região Sudeste;SP;São Paulo;Metrópole;20;20
35503001769;Região Sudeste;SP;São Paulo;Metrópole;229;10
35503001770;Região Sudeste;SP;São Paulo;Metrópole;10;27
35503001774;Região Sudeste;SP;São Paulo;Metrópole;30;23
35503001779;Região Sudeste;SP;São Paulo;Metrópole;6;9
35503001781;Região Sudeste;SP;São Paulo;Metrópole;326;15
35503001783;Região Sudeste;SP;São Paulo;Metrópole;49;34
35503001787;Região Sudeste;SP;São Paulo;Metrópole;40;18
35503001789;Região Sudeste;SP;São Paulo;Metrópole;63;18
35503001792;Região Sudeste;SP;São Paulo;Metrópole;8;15
35503001796;Região Sudeste;SP;São Paulo;Metrópole;27;22
35503001797;Região Sudeste;SP;São Paulo;Metrópole;17;26
35503001799;Região Sudeste;SP;São Paulo;Metrópole;61;20
35503001874;Região Sudeste;SP;São Paulo;Metrópole;35;18
35503001876;Região Sudeste;SP;São Paulo;Metrópole;54;19
35503001879;Região Sudeste;SP;São Paulo;Metrópole;48;18
35503001926;Região Sudeste;SP;São Paulo;Metrópole;52;18
35503002146;Região Sudeste;SP;São Paulo;Metrópole;68;14
35503004892;Região Sudeste;SP;São Paulo;Metrópole;95;17
35503030499;Região Sudeste;SP;São Paulo;Metrópole;59;11
35503031397;Região Sudeste;SP;São Paulo;Metrópole;124;19
35503031453;Região Sudeste;SP;São Paulo;Metrópole;26;16
35503031549;Região Sudeste;SP;São Paulo;Metrópole;25;12
35503032881;Região Sudeste;SP;São Paulo;Metrópole;93;24
35503032891;Região Sudeste;SP;São Paulo;Metrópole;60;14
35503032895;Região Sudeste;SP;São Paulo;Metrópole;112;15
35503032907;Região Sudeste;SP;São Paulo;Metrópole;4;19
35503032917;Região Sudeste;SP;São Paulo;Metrópole;22;22
35503033057;Região Sudeste;SP;São Paulo;Metrópole;15;16
35503033059;Região Sudeste;SP;São Paulo;Metrópole;61;18
35503033063;Região Sudeste;SP;São Paulo;Metrópole;20;13
35503035187;Região Sudeste;SP;São Paulo;Metrópole;78;11
35503035189;Região Sudeste;SP;São Paulo;Metrópole;16;13
35503036263;Região Sudeste;SP;São Paulo;Metrópole;12;13
35503036481;Região Sudeste;SP;São Paulo;Metrópole;338;18
35503036569;Região Sudeste;SP;São Paulo;Metrópole;29;6
35503036571;Região Sudeste;SP;São Paulo;Metrópole;21;5
35503038298;Região Sudeste;SP;São Paulo;Metrópole;29;10
35504006277;Região Sudeste;SP;São Pedro;Pequeno II;260;6
35505006012;Região Sudeste;SP;São Pedro do Turvo;Pequeno I;445;9
35506000838;Região Sudeste;SP;São Roque;Médio;23;8
35506000842;Região Sudeste;SP;São Roque;Médio;45;7
35506037631;Região Sudeste;SP;São Roque;Médio;53;7
35507006726;Região Sudeste;SP;São Sebastião;Médio;90;12
35507006748;Região Sudeste;SP;São Sebastião;Médio;36;8
35508001975;Região Sudeste;SP;São Sebastião da Grama;Pequeno I;9;5
35509037619;Região Sudeste;SP;São Simão;Pequeno I;125;3
35510003772;Região Sudeste;SP;São Vicente;Grande;444;34
35510003773;Região Sudeste;SP;São Vicente;Grande;542;23
35510003774;Região Sudeste;SP;São Vicente;Grande;129;16
35510003775;Região Sudeste;SP;São Vicente;Grande;231;30
35510037675;Região Sudeste;SP;São Vicente;Grande;282;32
35511001036;Região Sudeste;SP;Sarapuí;Pequeno I;200;5
35512033165;Região Sudeste;SP;Sarutaiá;Pequeno I;13;6
35513009538;Região Sudeste;SP;Sebastianópolis do Sul;Pequeno I;327;8
35514032645;Região Sudeste;SP;Serra Azul;Pequeno I;87;5
35515001089;Região Sudeste;SP;Serrana;Pequeno II;750;11
35516000893;Região Sudeste;SP;Serra Negra;Pequeno II;103;8
35517001024;Região Sudeste;SP;Sertãozinho;Grande;175;12
35517001026;Região Sudeste;SP;Sertãozinho;Grande;222;9
35517001033;Região Sudeste;SP;Sertãozinho;Grande;186;18
35517001037;Região Sudeste;SP;Sertãozinho;Grande;92;9
35517001046;Região Sudeste;SP;Sertãozinho;Grande;200;12
35518000814;Região Sudeste;SP;Sete Barras;Pequeno I;139;10
35519002556;Região Sudeste;SP;Severínia;Pequeno I;346;10
35520030897;Região Sudeste;SP;Silveiras;Pequeno I;284;5
35521004795;Região Sudeste;SP;Socorro;Pequeno II;104;14
35522001596;Região Sudeste;SP;Sorocaba;Grande;112;9
35522001600;Região Sudeste;SP;Sorocaba;Grande;120;8
35522001604;Região Sudeste;SP;Sorocaba;Grande;84;8
35522001651;Região Sudeste;SP;Sorocaba;Grande;177;6
35522001660;Região Sudeste;SP;Sorocaba;Grande;109;9
35522037845;Região Sudeste;SP;Sorocaba;Grande;92;6
35522037849;Região Sudeste;SP;Sorocaba;Grande;50;6
35522037893;Região Sudeste;SP;Sorocaba;Grande;107;4
35522038088;Região Sudeste;SP;Sorocaba;Grande;103;8
35522038282;Região Sudeste;SP;Sorocaba;Grande;54;6
35523006136;Região Sudeste;SP;Sud Mennucci;Pequeno I;2;10
35524001819;Região Sudeste;SP;Sumaré;Grande;77;19
35524001825;Região Sudeste;SP;Sumaré;Grande;431;21
35524001846;Região Sudeste;SP;Sumaré;Grande;112;10
35524001867;Região Sudeste;SP;Sumaré;Grande;95;17
35524001869;Região Sudeste;SP;Sumaré;Grande;59;17
35524001870;Região Sudeste;SP;Sumaré;Grande;43;15
35525002602;Região Sudeste;SP;Suzano;Grande;39;10
35525002603;Região Sudeste;SP;Suzano;Grande;132;11
35525002605;Região Sudeste;SP;Suzano;Grande;61;10
35525002607;Região Sudeste;SP;Suzano;Grande;61;11
35525533177;Região Sudeste;SP;Suzanápolis;Pequeno I;248;6
35526004544;Região Sudeste;SP;Tabapuã;Pequeno I;23;7
35527006280;Região Sudeste;SP;Tabatinga;Pequeno I;0;3
35528002720;Região Sudeste;SP;Taboão da Serra;Grande;82;24
35528002722;Região Sudeste;SP;Taboão da Serra;Grande;41;16
35528002724;Região Sudeste;SP;Taboão da Serra;Grande;121;20
35528002726;Região Sudeste;SP;Taboão da Serra;Grande;116;21
35528002727;Região Sudeste;SP;Taboão da Serra;Grande;48;25
35528030315;Região Sudeste;SP;Taboão da Serra;Grande;94;14
35529035753;Região Sudeste;SP;Taciba;Pequeno I;500;6
35530003657;Região Sudeste;SP;Taguaí;Pequeno I;60;17
35531000881;Região Sudeste;SP;Taiaçu;Pequeno I;69;5
35532038274;Região Sudeste;SP;Taiúva;Pequeno I;27;5
35533015086;Região Sudeste;SP;Tambaú;Pequeno II;180;12
35534003703;Região Sudeste;SP;Tanabi;Pequeno II;438;20
35535030819;Região Sudeste;SP;Tapiraí;Pequeno I;209;9
35536006077;Região Sudeste;SP;Tapiratiba;Pequeno I;36;4
35536500614;Região Sudeste;SP;Taquaral;Pequeno I;64;5
35537003719;Região Sudeste;SP;Taquaritinga;Médio;939;8
35537036881;Região Sudeste;SP;Taquaritinga;Médio;43;5
35538001067;Região Sudeste;SP;Taquarituba;Pequeno II;129;12
35538006143;Região Sudeste;SP;Taquarituba;Pequeno II;129;17
35538531127;Região Sudeste;SP;Taquarivaí;Pequeno I;392;6
35539020668;Região Sudeste;SP;Tarabai;Pequeno I;229;5
35539502464;Região Sudeste;SP;Tarumã;Pequeno I;740;10
35540001179;Região Sudeste;SP;Tatuí;Grande;106;9
35540037413;Região Sudeste;SP;Tatuí;Grande;95;7
35540037421;Região Sudeste;SP;Tatuí;Grande;96;7
35540038310;Região Sudeste;SP;Tatuí;Grande;61;6
35541037277;Região Sudeste;SP;Taubaté;Grande;123;9
35541037863;Região Sudeste;SP;Taubaté;Grande;106;10
35541037939;Região Sudeste;SP;Taubaté;Grande;44;5
35541037955;Região Sudeste;SP;Taubaté;Grande;49;5
35542030035;Região Sudeste;SP;Tejupá;Pequeno I;69;14
35543015479;Região Sudeste;SP;Teodoro Sampaio;Pequeno II;716;38
35544002679;Região Sudeste;SP;Terra Roxa;Pequeno I;322;6
35545000791;Região Sudeste;SP;Tietê;Pequeno II;68;8
35545036483;Região Sudeste;SP;Tietê;Pequeno II;88;6
35546035105;Região Sudeste;SP;Timburi;Pequeno I;300;5
35546515420;Região Sudeste;SP;Torre de Pedra;Pequeno I;6;6
35547030088;Região Sudeste;SP;Torrinha;Pequeno I;500;6
35548006260;Região Sudeste;SP;Tremembé;Pequeno II;147;5
35549009212;Região Sudeste;SP;Três Fronteiras;Pequeno I;300;7
35549530500;Região Sudeste;SP;Tuiuti;Pequeno I;181;3
35550001352;Região Sudeste;SP;Tupã;Médio;25;11
35550006464;Região Sudeste;SP;Tupã;Médio;293;11
35551002467;Região Sudeste;SP;Tupi Paulista;Pequeno I;58;5
35552030557;Região Sudeste;SP;Turiúba;Pequeno I;81;6
35553031791;Região Sudeste;SP;Turmalina;Pequeno I;187;5
35553500527;Região Sudeste;SP;Ubarana;Pequeno I;158;6
35554033409;Região Sudeste;SP;Ubatuba;Médio;10;5
35555002440;Região Sudeste;SP;Ubirajara;Pequeno I;180;7
35556003933;Região Sudeste;SP;Uchoa;Pequeno I;37;6
35557032021;Região Sudeste;SP;União Paulista;Pequeno I;33;4
35558003599;Região Sudeste;SP;Urânia;Pequeno I;357;9
35559002772;Região Sudeste;SP;Uru;Pequeno I;113;4
35560002764;Região Sudeste;SP;Urupês;Pequeno I;83;5
35561003486;Região Sudeste;SP;Valentim Gentil;Pequeno I;25;10
35562015097;Região Sudeste;SP;Valinhos;Grande;24;10
35562015163;Região Sudeste;SP;Valinhos;Grande;18;7
35562038094;Região Sudeste;SP;Valinhos;Grande;21;8
35563030485;Região Sudeste;SP;Valparaíso;Pequeno II;168;9
35563537501;Região Sudeste;SP;Vargem;Pequeno I;47;4
35564005071;Região Sudeste;SP;Vargem Grande do Sul;Pequeno II;26;7
35564502280;Região Sudeste;SP;Vargem Grande Paulista;Pequeno II;575;16
35565003483;Região Sudeste;SP;Várzea Paulista;Grande;727;8
35565003489;Região Sudeste;SP;Várzea Paulista;Grande;183;7
35565003499;Região Sudeste;SP;Várzea Paulista;Grande;45;6
35566037693;Região Sudeste;SP;Vera Cruz;Pequeno I;85;7
35567000678;Região Sudeste;SP;Vinhedo;Médio;474;11
35567000690;Região Sudeste;SP;Vinhedo;Médio;305;11
35567038394;Região Sudeste;SP;Vinhedo;Médio;147;7
35568002963;Região Sudeste;SP;Viradouro;Pequeno I;262;7
35569031879;Região Sudeste;SP;Vista Alegre do Alto;Pequeno I;7;4
35569504270;Região Sudeste;SP;Vitória Brasil;Pequeno I;114;14
35570001020;Região Sudeste;SP;Votorantim;Grande;276;5
35570030043;Região Sudeste;SP;Votorantim;Grande;182;6
35571000474;Região Sudeste;SP;Votuporanga;Médio;207;14
35571000480;Região Sudeste;SP;Votuporanga;Médio;77;10
35571036209;Região Sudeste;SP;Votuporanga;Médio;251;10
35571531623;Região Sudeste;SP;Zacarias;Pequeno I;122;8
35572000743;Região Sudeste;SP;Chavantes;Pequeno I;8;4
35573030210;Região Sudeste;SP;Estiva Gerbi;Pequeno I;72;6
41001032803;Região Sul;PR;Abatiá;Pequeno I;45;4
41002032901;Região Sul;PR;Adrianópolis;Pequeno I;320;16
41003030225;Região Sul;PR;Agudos do Sul;Pequeno I;76;11
41004020099;Região Sul;PR;Almirante Tamandaré;Grande;326;9
41004034529;Região Sul;PR;Almirante Tamandaré;Grande;49;7
41004515341;Região Sul;PR;Altamira do Paraná;Pequeno I;64;12
41005015004;Região Sul;PR;Altônia;Pequeno II;200;7
41006000416;Região Sul;PR;Alto Paraná;Pequeno I;59;12
41007002866;Região Sul;PR;Alto Piquiri;Pequeno I;382;20
41008015318;Região Sul;PR;Alvorada do Sul;Pequeno I;0;15
41009000128;Região Sul;PR;Amaporã;Pequeno I;370;7
41010000187;Região Sul;PR;Ampére;Pequeno I;90;10
41010501027;Região Sul;PR;Anahy;Pequeno I;162;7
41011000500;Região Sul;PR;Andirá;Pequeno II;266;10
41011530053;Região Sul;PR;Ângulo;Pequeno I;61;6
41012035135;Região Sul;PR;Antonina;Pequeno I;204;7
41013015125;Região Sul;PR;Antônio Olinto;Pequeno I;37;8
41014000477;Região Sul;PR;Apucarana;Grande;41;8
41014000486;Região Sul;PR;Apucarana;Grande;45;8
41014006179;Região Sul;PR;Apucarana;Grande;52;6
41014009406;Região Sul;PR;Apucarana;Grande;18;8
41015000436;Região Sul;PR;Arapongas;Grande;220;11
41015000438;Região Sul;PR;Arapongas;Grande;181;15
41015010658;Região Sul;PR;Arapongas;Grande;123;12
41016020175;Região Sul;PR;Arapoti;Pequeno II;73;9
41016036319;Região Sul;PR;Arapoti;Pequeno II;91;5
41016531989;Região Sul;PR;Arapuã;Pequeno I;109;14
41017000111;Região Sul;PR;Araruna;Pequeno I;152;6
41018000379;Região Sul;PR;Araucária;Grande;9;4
41018000393;Região Sul;PR;Araucária;Grande;190;13
41018000398;Região Sul;PR;Araucária;Grande;34;5
41018006003;Região Sul;PR;Araucária;Grande;31;6
41018037303;Região Sul;PR;Araucária;Grande;30;5
41018530345;Região Sul;PR;Ariranha do Ivaí;Pequeno I;200;9
41019000054;Região Sul;PR;Assaí;Pequeno I;35;6
41020000440;Região Sul;PR;Assis Chateaubriand;Pequeno II;338;15
41021000775;Região Sul;PR;Astorga;Pequeno II;126;4
41021020240;Região Sul;PR;Astorga;Pequeno II;89;8
41022002661;Região Sul;PR;Atalaia;Pequeno I;250;7
41023031307;Região Sul;PR;Balsa Nova;Pequeno I;256;4
41024000194;Região Sul;PR;Bandeirantes;Pequeno II;99;7
41025000377;Região Sul;PR;Barbosa Ferraz;Pequeno I;274;9
41026000120;Região Sul;PR;Barracão;Pequeno I;351;7
41027031273;Região Sul;PR;Barra do Jacaré;Pequeno I;250;9
41027506141;Região Sul;PR;Bela Vista da Caroba;Pequeno I;205;11
41028015279;Região Sul;PR;Bela Vista do Paraíso;Pequeno I;147;6
41029015357;Região Sul;PR;Bituruna;Pequeno I;561;12
41030000212;Região Sul;PR;Boa Esperança;Pequeno I;70;6
41030231789;Região Sul;PR;Boa Esperança do Iguaçu;Pequeno I;265;5
41030406032;Região Sul;PR;Boa Ventura de São Roque;Pequeno I;50;6
41030502711;Região Sul;PR;Boa Vista da Aparecida;Pequeno I;205;10
41031030094;Região Sul;PR;Bocaiúva do Sul;Pequeno I; ;11
41031530508;Região Sul;PR;Bom Jesus do Sul;Pequeno I;391;9
41032015087;Região Sul;PR;Bom Sucesso;Pequeno I;90;6
41032200285;Região Sul;PR;Bom Sucesso do Sul;Pequeno I;25;6
41033015347;Região Sul;PR;Borrazópolis;Pequeno I;583;9
41033506167;Região Sul;PR;Braganey;Pequeno I;256;6
41033715096;Região Sul;PR;Brasilândia do Sul;Pequeno I;62;8
41034031767;Região Sul;PR;Cafeara;Pequeno I;205;7
41034520544;Região Sul;PR;Cafelândia;Pequeno I;709;14
41034706438;Região Sul;PR;Cafezal do Sul;Pequeno I;204;10
41035000732;Região Sul;PR;Califórnia;Pequeno I;50;8
41036015231;Região Sul;PR;Cambará;Pequeno II;131;16
41037002714;Região Sul;PR;Cambé;Médio;1811;12
41037003370;Região Sul;PR;Cambé;Médio;941;17
41037015141;Região Sul;PR;Cambé;Médio;1041;16
41037020092;Região Sul;PR;Cambé;Médio;829;13
41037038412;Região Sul;PR;Cambé;Médio;345;10
41038006286;Região Sul;PR;Cambira;Pequeno I;10;6
41039030463;Região Sul;PR;Campina da Lagoa;Pequeno I;106;10
41039515074;Região Sul;PR;Campina do Simão;Pequeno I;446;6
41040015207;Região Sul;PR;Campina Grande do Sul;Pequeno II;679;18
41040500452;Região Sul;PR;Campo Bonito;Pequeno I;253;11
41041015492;Região Sul;PR;Campo do Tenente;Pequeno I;230;4
41042001534;Região Sul;PR;Campo Largo;Grande;45;8
41042003954;Região Sul;PR;Campo Largo;Grande;76;11
41042035547;Região Sul;PR;Campo Largo;Grande;26;9
41042503743;Região Sul;PR;Campo Magro;Pequeno II;15;13
41043000387;Região Sul;PR;Campo Mourão;Médio;128;26
41043000388;Região Sul;PR;Campo Mourão;Médio;153;14
41043000447;Região Sul;PR;Campo Mourão;Médio;64;16
41044000520;Região Sul;PR;Cândido de Abreu;Pequeno I;208;14
41044206028;Região Sul;PR;Candói;Pequeno I;250;6
41044500612;Região Sul;PR;Cantagalo;Pequeno I;20;10
41045003219;Região Sul;PR;Capanema;Pequeno I;278;6
41046000362;Região Sul;PR;Capitão Leônidas Marques;Pequeno I;180;8
41046520300;Região Sul;PR;Carambeí;Pequeno I;300;8
41047032919;Região Sul;PR;Carlópolis;Pequeno I;10;8
41048003240;Região Sul;PR;Cascavel;Grande;456;15
41048003243;Região Sul;PR;Cascavel;Grande;501;13
41048003244;Região Sul;PR;Cascavel;Grande;689;17
41048003251;Região Sul;PR;Cascavel;Grande;261;12
41048020053;Região Sul;PR;Cascavel;Grande;330;13
41048030264;Região Sul;PR;Cascavel;Grande;328;12
41048037903;Região Sul;PR;Cascavel;Grande;222;17
41049004305;Região Sul;PR;Castro;Médio;127;15
41049004309;Região Sul;PR;Castro;Médio;112;7
41049004315;Região Sul;PR;Castro;Médio;91;11
41049038382;Região Sul;PR;Castro;Médio;0;11
41050003086;Região Sul;PR;Catanduvas;Pequeno I;603;9
41051033589;Região Sul;PR;Centenário do Sul;Pequeno I;150;5
41052003573;Região Sul;PR;Cerro Azul;Pequeno I;208;32
41053001665;Região Sul;PR;Céu Azul;Pequeno I;210;10
41054001902;Região Sul;PR;Chopinzinho;Pequeno I;302;12
41054035809;Região Sul;PR;Chopinzinho;Pequeno I;123;3
41055000679;Região Sul;PR;Cianorte;Médio;235;8
41055006181;Região Sul;PR;Cianorte;Médio;63;16
41056000410;Região Sul;PR;Cidade Gaúcha;Pequeno I;95;13
41057015310;Região Sul;PR;Clevelândia;Pequeno I;269;7
41058000182;Região Sul;PR;Colombo;Grande;498;37
41058002096;Região Sul;PR;Colombo;Grande;44;21
41058002100;Região Sul;PR;Colombo;Grande;88;39
41058002265;Região Sul;PR;Colombo;Grande;40;13
41058020549;Região Sul;PR;Colombo;Grande;121;11
41058020585;Região Sul;PR;Colombo;Grande;65;36
41059009380;Região Sul;PR;Colorado;Pequeno II;244;17
41060015339;Região Sul;PR;Congonhinhas;Pequeno I;116;5
41061031729;Região Sul;PR;Conselheiro Mairinck;Pequeno I;124;10
41062000252;Região Sul;PR;Contenda;Pequeno I;278;5
41063001481;Região Sul;PR;Corbélia;Pequeno I;741;19
41064001617;Região Sul;PR;Cornélio Procópio;Pequeno II;100;15
41064530781;Região Sul;PR;Coronel Domingos Soares;Pequeno I;396;4
41065002562;Região Sul;PR;Coronel Vivida;Pequeno II;250;9
41065515174;Região Sul;PR;Corumbataí do Sul;Pequeno I;103;5
41065731763;Região Sul;PR;Cruzeiro do Iguaçu;Pequeno I;260;6
41066002487;Região Sul;PR;Cruzeiro do Oeste;Pequeno II;139;14
41067012099;Região Sul;PR;Cruzeiro do Sul;Pequeno I;75;9
41068000148;Região Sul;PR;Cruz Machado;Pequeno I;331;21
41068535651;Região Sul;PR;Cruzmaltina;Pequeno I;259;11
41069000384;Região Sul;PR;Curitiba;Metrópole;41;11
41069000394;Região Sul;PR;Curitiba;Metrópole;46;12
41069000401;Região Sul;PR;Curitiba;Metrópole;46;11
41069000402;Região Sul;PR;Curitiba;Metrópole;107;15
41069000403;Região Sul;PR;Curitiba;Metrópole;45;11
41069000406;Região Sul;PR;Curitiba;Metrópole;74;13
41069000408;Região Sul;PR;Curitiba;Metrópole;89;11
41069000434;Região Sul;PR;Curitiba;Metrópole;79;10
41069000445;Região Sul;PR;Curitiba;Metrópole;48;13
41069000449;Região Sul;PR;Curitiba;Metrópole;70;15
41069000451;Região Sul;PR;Curitiba;Metrópole;61;13
41069000456;Região Sul;PR;Curitiba;Metrópole;147;14
41069000459;Região Sul;PR;Curitiba;Metrópole;53;12
41069000462;Região Sul;PR;Curitiba;Metrópole;78;15
41069000463;Região Sul;PR;Curitiba;Metrópole;82;11
41069000468;Região Sul;PR;Curitiba;Metrópole;45;12
41069000478;Região Sul;PR;Curitiba;Metrópole;69;12
41069000489;Região Sul;PR;Curitiba;Metrópole;36;10
41069000495;Região Sul;PR;Curitiba;Metrópole;91;17
41069000501;Região Sul;PR;Curitiba;Metrópole;65;11
41069000504;Região Sul;PR;Curitiba;Metrópole;100;12
41069000506;Região Sul;PR;Curitiba;Metrópole;25;9
41069000507;Região Sul;PR;Curitiba;Metrópole;52;8
41069000510;Região Sul;PR;Curitiba;Metrópole;44;8
41069006283;Região Sul;PR;Curitiba;Metrópole;46;13
41069006317;Região Sul;PR;Curitiba;Metrópole;67;13
41069006474;Região Sul;PR;Curitiba;Metrópole;85;13
41069010235;Região Sul;PR;Curitiba;Metrópole;148;15
41069015190;Região Sul;PR;Curitiba;Metrópole;53;10
41069015257;Região Sul;PR;Curitiba;Metrópole;84;8
41069015258;Região Sul;PR;Curitiba;Metrópole;57;5
41069015429;Região Sul;PR;Curitiba;Metrópole;94;13
41069020311;Região Sul;PR;Curitiba;Metrópole;52;8
41069020312;Região Sul;PR;Curitiba;Metrópole;63;8
41069020315;Região Sul;PR;Curitiba;Metrópole;67;9
41069020318;Região Sul;PR;Curitiba;Metrópole;98;10
41069020320;Região Sul;PR;Curitiba;Metrópole;15;7
41069020321;Região Sul;PR;Curitiba;Metrópole;65;17
41069030235;Região Sul;PR;Curitiba;Metrópole;81;10
41069030236;Região Sul;PR;Curitiba;Metrópole;27;8
41069030238;Região Sul;PR;Curitiba;Metrópole;46;11
41069030244;Região Sul;PR;Curitiba;Metrópole;57;7
41069030248;Região Sul;PR;Curitiba;Metrópole;75;9
41069034277;Região Sul;PR;Curitiba;Metrópole;32;9
41069034279;Região Sul;PR;Curitiba;Metrópole;99;11
41070000071;Região Sul;PR;Curiúva;Pequeno I;292;9
41071000920;Região Sul;PR;Diamante do Norte;Pequeno I;131;6
41071203638;Região Sul;PR;Diamante do Sul;Pequeno I;132;6
41071500024;Região Sul;PR;Diamante D'oeste;Pequeno I;550;7
41072000909;Região Sul;PR;Dois Vizinhos;Pequeno II;356;7
41072036143;Região Sul;PR;Dois Vizinhos;Pequeno II;110;7
41072509288;Região Sul;PR;Douradina;Pequeno I;210;4
41073000822;Região Sul;PR;Doutor Camargo;Pequeno I;120;5
41074030414;Região Sul;PR;Enéas Marques;Pequeno I;174;11
41075000340;Região Sul;PR;Engenheiro Beltrão;Pequeno I; ;8
41075215095;Região Sul;PR;Esperança Nova;Pequeno I;98;3
41075306195;Região Sul;PR;Entre Rios do Oeste;Pequeno I;128;6
41075400089;Região Sul;PR;Espigão Alto do Iguaçu;Pequeno I;6;6
41075535139;Região Sul;PR;Farol;Pequeno I;35;3
41076033107;Região Sul;PR;Faxinal;Pequeno I;140;10
41076500509;Região Sul;PR;Fazenda Rio Grande;Médio;238;12
41076500512;Região Sul;PR;Fazenda Rio Grande;Médio;774;12
41076500515;Região Sul;PR;Fazenda Rio Grande;Médio;250;14
41077015145;Região Sul;PR;Fênix;Pequeno I;10;6
41077330251;Região Sul;PR;Fernandes Pinheiro;Pequeno I;120;4
41077531661;Região Sul;PR;Figueira;Pequeno I; ;6
41078031921;Região Sul;PR;Floraí;Pequeno I;63;7
41078530354;Região Sul;PR;Flor da Serra do Sul;Pequeno I;96;7
41079030419;Região Sul;PR;Floresta;Pequeno I;25;11
41080015254;Região Sul;PR;Florestópolis;Pequeno I;10;8
41081015460;Região Sul;PR;Flórida;Pequeno I;300;9
41082003283;Região Sul;PR;Formosa do Oeste;Pequeno I;257;9
41083000524;Região Sul;PR;Foz do Iguaçu;Grande;290;10
41083006249;Região Sul;PR;Foz do Iguaçu;Grande;105;10
41083006262;Região Sul;PR;Foz do Iguaçu;Grande;8;9
41083006399;Região Sul;PR;Foz do Iguaçu;Grande;116;11
41083204418;Região Sul;PR;Francisco Alves;Pequeno I;86;6
41084000949;Região Sul;PR;Francisco Beltrão;Médio;58;14
41084000953;Região Sul;PR;Francisco Beltrão;Médio;44;10
41084530461;Região Sul;PR;Foz do Jordão;Pequeno I;257;14
41085000258;Região Sul;PR;General Carneiro;Pequeno I;241;7
41085532465;Região Sul;PR;Godoy Moreira;Pequeno I;205;6
41086000797;Região Sul;PR;Goioerê;Pequeno II;0;7
41086509728;Região Sul;PR;Goioxim;Pequeno I;387;9
41087020662;Região Sul;PR;Grandes Rios;Pequeno I;11;4
41088001647;Região Sul;PR;Guaíra;Pequeno II;88;5
41089000112;Região Sul;PR;Guairaçá;Pequeno I;382;5
41089510788;Região Sul;PR;Guamiranga;Pequeno I;198;9
41090031153;Região Sul;PR;Guapirama;Pequeno I;598;10
41091015006;Região Sul;PR;Guaporema;Pequeno I;110;9
41092030289;Região Sul;PR;Guaraci;Pequeno I;245;4
41093014831;Região Sul;PR;Guaraniaçu;Pequeno I;85;9
